Launched Pure data with master PID 94845 (20 instances)
Waiting 20 seconds to stabilize...
cmd,pid,wall,cputime,usertime,rmem,load
/Applications/Pd,94848,01:50,0:06.97,0:03.70,10084,6.9
/Applications/Pd,94848,01:51,0:07.04,0:03.73,10084,7.1
/Applications/Pd,94848,01:52,0:07.11,0:03.77,10084,7.0
/Applications/Pd,94848,01:53,0:07.18,0:03.81,10084,5.8
/Applications/Pd,94848,01:54,0:07.25,0:03.85,10084,7.2
/Applications/Pd,94848,01:55,0:07.32,0:03.88,10084,6.3
/Applications/Pd,94848,01:56,0:07.39,0:03.92,10084,6.2
/Applications/Pd,94848,01:57,0:07.45,0:03.95,10084,5.7
/Applications/Pd,94848,01:58,0:07.51,0:03.99,10084,5.7
/Applications/Pd,94848,01:59,0:07.58,0:04.02,10084,6.6
/Applications/Pd,94848,02:00,0:07.64,0:04.06,10084,6.0
